cgpa,backlogs,certifications,internship,aptitude,technical,communication,projects,hackathon,resume,branch,placement_readiness,company_fit,placement_score
7.06,3,6,1,5,6,5,3,0,4,ECE,1,Tier 3,35.23615160349854
8.34,2,5,1,8,7,4,3,0,4,CSE,1,Tier 2,40.82798833819242
7.21,2,3,1,3,5,5,3,1,5,ISE,1,Tier 3,33.74927113702624
7.44,2,3,1,6,5,3,3,1,7,ECE,1,Tier 3,35.31778425655976
7.88,3,4,1,6,6,5,3,0,8,ECE,1,Tier 3,37.98250728862973
8.8,2,3,1,5,6,6,4,1,7,CSE,1,Tier 2,41.924198250728864
9.69,2,5,1,7,7,7,5,1,6,CSE,1,Tier 2,48.583090379008745
8.34,2,5,1,4,7,7,3,1,5,ECE,1,Tier 2,41.55685131195335
7.26,2,3,1,4,5,6,2,0,5,CSE,1,Tier 3,33.83673469387755
7.27,1,5,1,2,6,4,3,1,6,MECH,1,Tier 3,35.89504373177842
8.23,3,5,1,8,5,6,3,0,4,MECH,1,Tier 3,38.44897959183673
6.68,3,3,1,4,4,5,2,1,6,CSE,1,Tier 3,30.927113702623902
6.12,2,3,1,7,3,4,2,1,4,MECH,0,Not Eligible,29.947521865889215
7.07,2,5,1,6,4,5,2,1,6,CIVIL,1,Tier 3,34.96209912536443
6.85,3,4,1,5,6,3,3,1,5,ECE,1,Tier 3,33.265306122448976
6.88,2,3,1,4,5,4,3,0,6,AI&DS,1,Tier 3,32.73469387755102
6.67,2,3,1,3,3,5,3,1,4,CSE,1,Tier 3,30.18075801749271
5.63,2,2,1,5,4,1,2,1,4,CSE,0,Not Eligible,26.02915451895044
5.34,2,2,1,4,3,5,2,0,5,CSE,0,Not Eligible,26.68804664723032
9.75,2,4,1,5,7,6,4,1,6,AI&DS,1,Tier 2,44.89795918367347
7.29,3,5,1,3,4,6,3,0,4,CSE,1,Tier 3,32.43148688046647
7.16,2,4,1,4,6,6,2,0,6,ECE,1,Tier 3,35.55685131195335
8.04,2,5,2,8,4,5,3,1,6,CIVIL,1,Tier 2,41.32361516034986
6.61,3,3,1,8,4,6,3,0,7,ISE,1,Tier 3,34.886297376093296
9.3,2,5,1,6,6,8,4,1,8,ISE,1,Tier 2,46.734693877551024
8.41,2,4,2,6,7,6,4,1,6,ECE,1,Tier 2,45.32361516034985
5.99,3,1,1,4,4,4,1,0,4,MECH,0,Not Eligible,24.61807580174927
7.26,2,6,1,4,5,7,3,1,5,CSE,1,Tier 3,38.20991253644315
8.82,2,4,2,8,6,7,3,1,6,MECH,1,Tier 2,46.186588921282805
9.25,3,4,1,9,7,8,4,1,7,CSE,1,Tier 3,47.95918367346938
7.41,2,3,1,4,5,3,3,0,7,MECH,1,Tier 3,32.78717201166181
7.83,3,5,1,5,6,6,3,1,7,CSE,1,Tier 3,39.352769679300295
6.4,2,3,1,4,4,3,2,1,5,CIVIL,0,Not Eligible,28.9795918367347
9.81,3,5,2,6,6,7,4,1,6,CSE,1,Tier 3,47.18950437317785
6.66,2,4,1,6,3,6,1,1,5,ECE,1,Tier 3,32.204081632653065
9.24,2,6,1,4,8,9,5,1,4,ECE,1,Tier 2,47.94169096209912
7.94,1,5,1,6,5,5,4,1,4,CSE,1,Tier 2,40.128279883381914
7.82,2,5,1,6,5,5,3,0,6,CSE,1,Tier 2,37.87755102040817
7.54,2,6,1,5,4,5,4,0,6,CSE,1,Tier 2,36.95043731778426
6.66,2,5,1,6,3,4,2,0,6,AI&DS,1,Tier 3,31.766763848396508
6.44,2,2,1,5,4,6,1,1,4,ISE,0,Not Eligible,30.798833819241985
6.62,2,4,1,6,5,5,2,1,5,CSE,1,Tier 3,34.75801749271137
6.48,3,3,1,2,4,5,2,0,5,ECE,0,Not Eligible,27.51603498542274
8.38,1,5,1,5,7,7,3,0,6,ECE,1,Tier 2,43.08454810495627
7.06,2,2,1,5,4,5,2,1,6,ECE,1,Tier 3,32.61224489795919
5.77,4,2,1,0,4,3,1,0,3,CSE,0,Not Eligible,19.860058309037903
9.49,2,5,1,5,7,7,4,0,5,ISE,1,Tier 2,44.44314868804665
8.85,1,6,1,5,5,6,4,1,6,ISE,1,Tier 2,43.17784256559767
9.12,1,6,1,7,7,7,4,1,5,CSE,1,Tier 1,48.02332361516035
9.88,2,4,2,6,9,8,4,1,4,MECH,1,Tier 2,50.95626822157434
6.43,2,3,1,3,6,3,2,1,3,CSE,0,Not Eligible,30.198250728862973
7.2,2,5,1,6,6,4,3,1,5,ECE,1,Tier 3,37.23032069970845
8.3,3,4,1,3,6,6,4,1,7,CIVIL,1,Tier 3,38.57142857142858
8.09,3,5,1,3,6,5,3,1,7,MECH,1,Tier 3,37.03790087463557
6.34,2,3,1,4,5,5,3,0,7,ECE,0,Not Eligible,32.81049562682215
8.53,2,5,1,4,6,7,3,1,6,AI&DS,1,Tier 2,41.45189504373178
6.63,3,3,1,3,5,3,2,1,5,MECH,0,Not Eligible,28.653061224489797
6.63,3,2,1,6,5,6,2,1,5,CSE,1,Tier 3,33.31778425655977
7.61,2,3,1,6,5,4,2,1,5,ECE,1,Tier 3,34.74052478134111
7.77,3,5,1,6,4,6,3,1,8,MECH,1,Tier 3,37.64431486880467
7.73,2,4,1,7,5,5,2,1,6,CSE,1,Tier 2,37.86588921282799
6.01,3,3,1,6,5,4,3,0,5,CSE,0,Not Eligible,31.067055393586006
8.81,2,4,1,3,7,8,3,0,5,CIVIL,1,Tier 2,40.92128279883382
6.78,2,3,1,5,5,5,3,0,6,CSE,1,Tier 3,34.163265306122454
6.22,3,4,1,4,4,6,2,0,6,MECH,0,Not Eligible,30.26822157434402
8.88,1,5,1,5,6,7,4,1,8,CSE,1,Tier 1,45.708454810495624
9.35,1,4,2,7,7,8,4,0,7,CIVIL,1,Tier 1,50.029154518950435
8.74,2,5,1,3,5,7,4,1,6,CIVIL,1,Tier 2,40.36151603498542
8.5,2,4,1,3,5,7,4,1,6,AI&DS,1,Tier 2,39.795918367346935
7.96,2,4,1,6,7,7,4,0,6,CSE,1,Tier 2,42.49562682215743
7.65,2,5,1,6,5,6,3,1,6,ECE,1,Tier 2,39.037900874635575
5.98,2,3,1,5,3,7,2,1,6,ECE,0,Not Eligible,31.889212827988338
7.23,3,4,1,4,7,6,2,1,7,ISE,1,Tier 3,37.137026239067055
7.13,2,3,1,6,6,4,2,0,6,CSE,1,Tier 3,34.92128279883382
6.76,2,3,1,6,4,5,3,0,8,CSE,1,Tier 3,34.565597667638485
8.18,2,5,1,6,6,6,4,1,3,CSE,1,Tier 2,40.985422740524776
7.49,3,3,1,4,5,6,4,1,5,ECE,1,Tier 3,35.40524781341108
5.94,2,3,1,4,3,5,2,1,5,MECH,0,Not Eligible,28.758017492711367
6.62,2,3,1,6,5,6,2,1,4,MECH,1,Tier 3,34.17492711370262
8.05,2,4,1,7,5,4,2,1,5,CSE,1,Tier 2,37.11370262390671
5.91,4,3,1,4,4,6,2,0,3,MECH,0,Not Eligible,26.664723032069976
8.68,3,5,1,5,7,6,3,1,6,MECH,1,Tier 3,41.13119533527696
7.49,2,5,1,5,6,5,3,1,7,ECE,1,Tier 3,38.758017492711375
7.44,2,3,1,6,5,5,3,1,6,ECE,1,Tier 3,36.629737609329446
7.77,1,4,1,5,6,7,3,1,5,MECH,1,Tier 2,40.5597667638484
8.57,2,5,1,2,5,6,4,1,6,CSE,1,Tier 2,38.89795918367348
7.05,3,3,1,7,5,4,3,1,7,ISE,1,Tier 3,35.21865889212828
8.03,2,5,1,8,6,5,2,1,4,CSE,1,Tier 2,39.994169096209916
7.69,2,6,1,4,6,4,3,0,5,ISE,1,Tier 2,36.48396501457726
6.79,2,3,1,3,4,4,1,0,6,MECH,0,Not Eligible,28.495626822157437
8.82,2,5,1,6,9,5,4,1,6,MECH,1,Tier 2,45.60349854227405
8.45,2,5,1,5,5,6,3,1,7,CSE,1,Tier 2,40.43731778425656
7.97,2,4,1,7,7,7,2,1,4,ISE,1,Tier 2,41.3469387755102
8.68,2,3,1,6,5,7,3,1,5,CSE,1,Tier 2,40.40233236151603
8.76,1,4,1,5,7,8,4,1,7,MECH,1,Tier 1,46.08163265306123
8.13,2,3,1,4,6,7,4,1,4,CIVIL,1,Tier 2,39.14868804664723
8.62,3,6,1,7,6,6,4,1,7,CSE,1,Tier 3,43.65014577259475
8.1,2,4,1,6,5,6,4,1,6,ISE,1,Tier 2,40.262390670553934
8.04,2,4,2,7,6,6,4,1,7,MECH,1,Tier 2,44.53061224489796
7.85,2,5,1,4,6,3,3,1,5,MECH,1,Tier 2,35.88921282798834
8.28,2,3,1,8,8,5,4,0,7,ISE,1,Tier 2,43.63848396501458
6.36,2,2,1,2,3,5,2,0,4,ECE,0,Not Eligible,26.285714285714285
8.83,2,5,1,7,6,6,3,1,6,ECE,1,Tier 2,42.997084548104965
8.79,2,6,2,3,7,7,5,1,6,MECH,1,Tier 2,46.57142857142858
5.49,3,3,1,3,3,5,1,1,4,ECE,0,Not Eligible,24.909620991253647
8.57,2,5,1,8,6,4,4,1,6,CSE,1,Tier 2,42.68804664723033
6.22,3,3,1,6,5,5,1,0,4,CSE,0,Not Eligible,30.122448979591837
7.01,2,4,1,4,2,5,3,1,6,CSE,1,Tier 3,31.795918367346935
8.25,2,5,1,5,5,7,5,1,8,CSE,1,Tier 2,43.14868804664723
6.37,2,2,1,5,2,6,2,1,4,MECH,0,Not Eligible,28.927113702623906
8.54,2,5,1,6,5,6,4,0,6,CSE,1,Tier 2,40.886297376093296
8.6,2,4,1,8,9,8,4,0,4,CSE,1,Tier 2,47.40524781341108
7.52,1,4,1,5,6,5,3,0,5,ECE,1,Tier 2,37.64431486880467
5.14,3,2,1,2,4,3,2,0,5,ISE,0,Not Eligible,22.985422740524783
6.85,3,5,1,5,5,6,3,1,5,CSE,1,Tier 3,35.59766763848396
7.84,3,4,1,5,6,5,3,1,7,MECH,1,Tier 3,37.475218658892125
9.65,1,4,1,5,6,7,4,1,7,ECE,1,Tier 1,45.74344023323616
7.89,2,4,1,6,7,8,3,1,6,CSE,1,Tier 2,43.24781341107872
6.76,3,4,1,4,4,5,2,0,4,CSE,0,Not Eligible,29.900874635568513
7.9,2,6,1,6,5,6,3,1,7,ECE,1,Tier 2,40.49562682215744
7.62,2,3,1,4,6,5,3,1,6,CSE,1,Tier 2,36.944606413994165
8.38,2,3,1,6,6,4,3,1,4,ECE,1,Tier 2,37.690962099125365
6.1,3,3,1,3,4,4,3,0,4,ECE,0,Not Eligible,27.142857142857142
8.31,3,3,2,4,5,7,3,0,3,MECH,1,Tier 3,37.27696793002916
7.62,2,4,1,5,6,5,3,1,4,CSE,1,Tier 2,37.38192419825073
9.43,1,5,2,9,8,7,5,1,6,ECE,1,Tier 1,53.95918367346938
7.03,2,3,1,6,4,7,3,1,4,CSE,1,Tier 3,35.91253644314869
7.89,3,5,1,7,7,7,3,0,5,MECH,1,Tier 3,40.76967930029154
9.15,2,5,1,8,6,7,4,1,8,CSE,1,Tier 2,47.20116618075802
6.07,2,3,1,9,4,5,2,1,6,MECH,0,Not Eligible,34.2332361516035
9.19,2,5,1,6,9,5,4,1,6,CIVIL,1,Tier 2,46.25072886297376
8.06,1,4,1,7,5,5,3,1,7,ECE,1,Tier 2,40.62973760932945
5.85,2,3,1,6,5,4,1,1,6,CSE,0,Not Eligible,31.516034985422735
6.9,2,4,1,6,7,4,2,0,6,CIVIL,1,Tier 3,35.83090379008746
8.13,2,5,1,8,6,6,3,0,6,ECE,1,Tier 2,41.626822157434404
5.84,3,3,1,4,3,7,1,0,6,MECH,0,Not Eligible,27.854227405247812
7.74,2,4,1,5,5,7,3,0,7,CSE,1,Tier 2,38.61224489795918
7.04,2,2,1,5,6,5,3,1,4,CSE,1,Tier 3,35.20116618075802
7.86,3,4,1,5,7,7,4,1,5,MECH,1,Tier 3,40.42565597667638
5.66,3,3,0,5,5,3,1,1,4,CSE,0,Not Eligible,25.206997084548107
8.78,2,5,1,8,6,8,4,0,8,CIVIL,1,Tier 2,46.11661807580175
9.55,2,5,2,6,8,5,5,0,6,ECE,1,Tier 2,48.19241982507289
9.49,2,5,1,6,7,8,5,1,6,CSE,1,Tier 2,48.37900874635569
8.27,2,4,1,6,5,7,4,1,7,CSE,1,Tier 2,42.01749271137027
6.22,2,3,1,4,5,4,1,1,5,MECH,0,Not Eligible,29.83090379008746
8.3,3,5,1,3,8,6,3,1,8,CIVIL,1,Tier 3,41.04956268221574
5.43,3,2,1,3,2,3,2,0,4,ECE,0,Not Eligible,21.306122448979593
5.4,2,3,1,5,2,3,1,0,4,CSE,0,Not Eligible,23.877551020408163
6.97,3,4,1,7,5,3,2,1,7,ECE,1,Tier 3,33.766763848396494
7.47,3,4,1,4,6,6,2,0,4,CIVIL,1,Tier 3,33.91253644314869
8.35,1,4,1,4,5,7,4,0,8,CSE,1,Tier 2,41.42857142857142
8.05,1,5,1,6,6,4,4,1,4,ECE,1,Tier 2,40.32069970845482
7.34,2,4,1,2,5,7,3,0,6,ECE,1,Tier 3,34.99708454810496
6.81,2,5,1,4,5,5,3,1,3,CIVIL,1,Tier 3,33.778425655976676
9.93,2,5,1,4,7,8,5,1,7,ECE,1,Tier 2,47.836734693877546
7.29,2,4,1,7,6,4,2,1,4,CSE,1,Tier 3,36.5131195335277
7.36,2,3,1,4,5,7,3,0,8,CSE,1,Tier 3,37.07288629737609
6.38,1,2,1,7,3,5,1,0,4,CSE,0,Not Eligible,30.548104956268222
8.44,2,5,1,7,6,7,4,0,5,AI&DS,1,Tier 2,43.04373177842565
8.08,2,4,1,5,4,7,3,1,6,CIVIL,1,Tier 2,38.04081632653062
6.62,3,6,1,3,4,6,3,0,4,MECH,1,Tier 3,31.40524781341108
5.95,2,2,1,4,4,4,1,0,6,ECE,0,Not Eligible,27.31778425655977
8.04,2,3,1,5,4,6,4,0,5,MECH,1,Tier 2,36.07580174927114
7.96,1,4,1,6,3,5,3,0,5,CSE,1,Tier 2,35.93586005830903
6.81,2,2,1,4,2,6,2,1,5,MECH,0,Not Eligible,29.40524781341108
9.31,1,5,1,7,8,7,2,1,5,CIVIL,1,Tier 1,46.75218658892128
6.33,3,3,1,5,4,6,3,0,5,CSE,0,Not Eligible,31.481049562682216
7.3,2,4,0,5,5,7,3,0,6,CSE,1,Tier 3,35.072886297376094
9.25,2,6,1,5,8,5,4,1,7,CSE,1,Tier 2,45.91836734693878
7.27,2,3,1,5,5,7,2,0,6,CSE,1,Tier 3,35.89504373177842
7.91,2,4,1,4,6,7,3,0,3,MECH,1,Tier 2,37.16034985422741
7.2,3,3,1,5,5,5,3,1,5,CSE,1,Tier 3,34.16909620991254
6.81,3,2,1,5,4,5,1,1,5,MECH,0,Not Eligible,29.551020408163264
9.69,2,6,2,7,8,7,5,1,8,MECH,1,Tier 2,53.10204081632652
7.24,2,3,1,8,6,6,4,0,5,CIVIL,1,Tier 3,39.19533527696793
8.91,2,5,1,6,6,6,3,1,3,CIVIL,1,Tier 2,40.950437317784264
6.65,3,2,1,6,4,5,2,1,4,ECE,1,Tier 3,30.58309037900875
6.59,2,4,1,5,4,5,3,1,4,CSE,1,Tier 3,33.24781341107872
5.51,3,4,1,4,1,4,2,0,2,CSE,0,Not Eligible,22.466472303207
7.95,2,3,1,5,6,6,3,0,7,ECE,1,Tier 2,38.39650145772595
7.11,2,2,1,5,4,8,3,1,4,CSE,1,Tier 3,35.61516034985422
8.75,2,5,2,6,7,6,4,1,7,ISE,1,Tier 2,47.08454810495627
7.42,2,4,1,4,5,5,4,0,4,ECE,1,Tier 3,34.84548104956268
9.48,2,6,1,4,7,6,4,0,8,CIVIL,1,Tier 2,44.42565597667638
6.48,3,3,1,6,5,4,1,1,5,MECH,0,Not Eligible,30.57725947521866
8.77,1,5,1,7,6,7,4,0,6,CIVIL,1,Tier 2,44.78717201166181
8.37,2,5,1,7,7,7,3,1,7,CIVIL,1,Tier 2,44.524781341107875
8.35,2,5,1,6,6,6,3,1,5,CSE,1,Tier 2,41.28279883381924
8.65,2,3,2,7,6,7,4,1,7,MECH,1,Tier 2,45.88921282798834
8.31,2,4,1,7,5,7,4,1,5,CSE,1,Tier 2,41.94169096209913
7.87,2,4,1,7,6,6,4,0,5,AI&DS,1,Tier 2,40.588921282798836
6.23,3,2,1,3,5,3,2,0,5,MECH,0,Not Eligible,26.49562682215743
5.53,3,4,1,3,4,5,1,1,3,CSE,0,Not Eligible,26.583090379008752
9.07,2,4,1,6,6,7,4,1,6,ISE,1,Tier 2,44.00000000000001
7.84,2,4,1,5,5,6,2,1,6,CSE,1,Tier 2,37.475218658892125
8.45,3,5,1,5,6,6,4,1,3,ECE,1,Tier 3,39.27113702623906
7.45,2,3,1,3,6,6,3,0,7,MECH,1,Tier 3,35.91836734693878
6.16,3,1,1,7,2,5,2,1,6,ISE,0,Not Eligible,28.559766763848398
6.2,3,2,1,4,3,4,2,0,3,ISE,0,Not Eligible,25.131195335276967
8.06,3,5,1,6,5,5,4,1,3,ECE,1,Tier 3,37.27696793002916
7.3,2,3,1,7,5,7,3,1,6,CSE,1,Tier 3,39.15451895043732
6.54,2,2,1,1,3,6,3,0,6,CSE,0,Not Eligible,28.78717201166181
7.48,2,5,1,4,5,6,4,0,6,ECE,1,Tier 3,37.28279883381924
5.82,3,2,1,4,3,1,2,0,3,CSE,0,Not Eligible,21.988338192419825
7.74,3,4,1,5,4,6,4,0,8,MECH,1,Tier 3,36.2798833819242
6.79,2,3,1,5,4,5,2,1,4,ECE,1,Tier 3,31.848396501457728
8.45,3,5,1,8,6,6,4,0,6,MECH,1,Tier 3,41.749271137026234
6.93,2,5,1,6,5,6,3,1,6,CSE,1,Tier 3,38.069970845481045
7.37,3,4,1,6,4,6,3,0,7,ECE,1,Tier 3,35.19533527696793
5.24,3,3,1,4,3,4,1,0,5,CSE,0,Not Eligible,24.18075801749271
5.88,3,2,0,2,3,6,2,1,5,ECE,0,Not Eligible,24.134110787172013
7.19,2,3,1,2,4,4,4,1,5,ECE,1,Tier 3,31.673469387755105
7.44,3,4,1,3,6,5,3,1,4,ECE,1,Tier 3,34.15160349854228
7.79,3,4,1,6,6,6,4,1,3,CSE,1,Tier 3,38.55393586005832
6.87,1,2,1,5,4,4,2,0,5,MECH,1,Tier 3,31.113702623906704
8.09,2,4,1,5,6,7,4,1,4,ECE,1,Tier 2,40.53644314868804
8.73,2,5,1,5,5,6,4,1,7,CSE,1,Tier 2,41.80174927113703
8.38,2,5,1,9,8,8,4,1,6,ECE,1,Tier 2,48.62390670553936
5.6,1,3,1,3,4,3,2,1,5,ECE,0,Not Eligible,28.163265306122447
7.44,2,4,1,6,6,8,2,0,4,CSE,1,Tier 3,38.670553935860056
6.09,2,2,0,4,2,7,2,0,6,CSE,0,Not Eligible,26.68804664723032
6.7,2,3,1,5,4,5,2,1,6,CSE,1,Tier 3,32.857142857142854
9.73,2,5,2,8,7,8,5,1,5,CSE,1,Tier 2,52.15160349854228
6.29,2,4,1,7,2,4,2,0,7,CSE,0,Not Eligible,30.536443148688047
7.5,1,4,1,5,6,7,4,1,5,CSE,1,Tier 2,41.39941690962099
7.85,2,4,1,7,7,6,3,0,4,CSE,1,Tier 2,40.408163265306115
8.11,2,4,1,6,8,5,3,1,5,CIVIL,1,Tier 2,41.3002915451895
7.67,2,6,1,5,4,2,3,0,4,CSE,1,Tier 3,32.80466472303207
5.21,3,1,1,4,3,4,1,0,6,CSE,0,Not Eligible,23.39941690962099
6.98,2,3,1,4,6,5,3,1,7,CSE,1,Tier 3,36.262390670553934
7.55,3,4,1,5,5,7,3,1,6,AI&DS,1,Tier 3,37.55102040816327
5.98,2,3,1,4,3,5,2,0,5,ECE,0,Not Eligible,28.099125364431487
7.06,3,4,1,6,3,6,3,0,7,MECH,1,Tier 3,33.34110787172012
5.53,2,4,1,4,5,4,1,1,4,MECH,0,Not Eligible,28.769679300291546
5.92,3,3,1,2,4,4,2,1,5,CSE,0,Not Eligible,26.82798833819242
7.2,2,3,1,4,4,7,3,1,4,AI&DS,1,Tier 3,34.75218658892128
6.24,2,3,1,0,4,2,2,0,5,CSE,0,Not Eligible,24.472303206997083
7.7,2,4,1,5,6,6,4,0,6,ECE,1,Tier 2,38.97959183673469
8.07,2,6,1,6,6,5,3,1,2,CSE,1,Tier 2,39.18950437317785
8.47,1,3,1,6,6,8,5,1,5,MECH,1,Tier 2,44.55393586005831
6.54,3,4,1,7,6,4,2,0,5,CSE,1,Tier 3,33.59766763848397
6.4,1,3,1,5,4,5,2,0,5,ECE,0,Not Eligible,31.89504373177843
6.09,2,3,1,5,6,6,3,0,4,CSE,0,Not Eligible,34.12244897959184
7.9,2,4,2,3,6,4,3,0,6,ECE,1,Tier 2,37.5801749271137
8.13,2,4,1,5,6,6,4,1,5,CSE,1,Tier 2,40.46064139941691
5.51,2,3,1,3,3,4,2,0,3,ISE,0,Not Eligible,24.94460641399417
9.19,2,6,1,5,8,8,5,0,8,CSE,1,Tier 2,48.87463556851311
5.72,3,3,1,3,4,5,2,0,6,MECH,0,Not Eligible,27.2069970845481
7.62,1,4,1,3,4,5,2,1,5,MECH,1,Tier 3,33.883381924198254
8.13,2,4,1,4,5,5,4,1,6,CIVIL,1,Tier 2,37.690962099125365
8.78,2,4,1,7,7,8,3,1,7,CIVIL,1,Tier 2,45.533527696793
8.15,3,5,1,5,5,6,3,0,6,AI&DS,1,Tier 3,37.434402332361515
8.47,1,5,1,5,6,4,3,0,7,CSE,1,Tier 2,40.18075801749271
7.02,2,3,1,5,6,4,3,0,6,CSE,1,Tier 3,34.87463556851312
8.52,3,4,1,7,7,7,4,1,6,ECE,1,Tier 3,43.62099125364431
5.93,2,2,1,4,3,3,2,0,5,ECE,0,Not Eligible,25.679300291545186
8.91,2,4,1,7,8,9,4,1,5,ECE,1,Tier 2,47.947521865889215
7.64,2,3,1,4,6,5,3,1,6,MECH,1,Tier 2,36.542274052478135
8.53,1,4,1,5,7,6,4,1,6,CSE,1,Tier 2,43.93002915451895
7.36,2,3,1,6,3,6,3,1,5,CSE,1,Tier 3,34.886297376093296
7.92,3,4,1,8,6,5,4,1,4,MECH,1,Tier 3,39.36443148688046
7.58,2,3,1,7,6,3,2,0,6,CIVIL,1,Tier 2,35.12536443148689
8.21,2,6,1,6,8,6,3,1,6,MECH,1,Tier 2,43.9533527696793
5.94,2,4,1,5,2,4,1,0,4,CSE,0,Not Eligible,26.279883381924197
5.79,2,2,1,6,5,4,2,0,3,ISE,0,Not Eligible,29.370262390670554
6.72,3,3,1,6,6,5,3,1,3,ECE,1,Tier 3,34.05830903790088
6.37,3,3,1,1,2,5,2,0,5,MECH,0,Not Eligible,24.11661807580175
8.79,2,6,1,4,7,8,4,1,7,CSE,1,Tier 2,45.84256559766764
6.61,3,2,1,5,5,4,3,0,7,ECE,1,Tier 3,31.387755102040813
9.58,2,6,1,4,7,6,5,1,6,CSE,1,Tier 2,45.912536443148696
7.01,2,3,1,4,4,3,3,0,3,AI&DS,0,Not Eligible,29.60932944606414
6.46,2,2,1,4,5,5,3,0,5,ECE,0,Not Eligible,31.562682215743436
8.42,1,5,1,5,6,7,3,1,7,MECH,1,Tier 2,43.154518950437314
7.97,2,5,1,5,6,5,3,1,5,MECH,1,Tier 2,38.57725947521865
7.49,2,6,1,5,6,6,3,1,7,CSE,1,Tier 3,40.50728862973761
7.66,2,3,2,6,7,5,3,1,6,ECE,1,Tier 2,41.67930029154519
8.17,1,5,1,5,6,5,4,0,7,ECE,1,Tier 2,41.113702623906704
6.65,2,3,1,4,5,5,3,1,7,MECH,1,Tier 3,34.08163265306123
9.91,2,6,2,5,7,7,3,0,5,CSE,1,Tier 2,47.36443148688047
9.56,3,4,1,8,6,7,4,1,8,CIVIL,1,Tier 3,45.73177842565598
7.95,2,3,1,5,7,5,2,0,6,MECH,1,Tier 2,37.23032069970845
6.54,3,2,1,3,4,4,2,0,4,CSE,0,Not Eligible,26.746355685131196
8.04,2,4,1,6,7,6,3,1,6,MECH,1,Tier 2,41.32361516034986
5.88,2,2,1,3,3,4,2,1,7,ISE,0,Not Eligible,27.632653061224488
5.5,2,3,1,3,3,6,1,0,6,MECH,0,Not Eligible,26.82215743440233
6.75,2,4,1,5,5,6,3,0,3,ECE,1,Tier 3,33.965014577259474
7.39,2,4,1,5,5,6,3,1,5,ECE,1,Tier 3,36.83381924198251
8.77,2,6,1,9,5,6,3,1,7,CSE,1,Tier 2,44.49562682215743
8.19,2,5,1,5,8,4,3,0,6,MECH,1,Tier 2,39.98250728862973
8.25,2,3,1,6,5,5,3,1,6,ECE,1,Tier 2,38.0466472303207
7.28,2,5,1,2,6,5,4,1,4,CSE,1,Tier 3,36.05830903790088
7.04,2,3,1,4,6,5,3,1,4,CSE,1,Tier 3,35.055393586005835
7.12,3,4,1,3,4,5,3,1,4,CSE,1,Tier 3,31.551020408163268
9.75,2,7,1,5,6,8,4,0,5,ECE,1,Tier 2,45.626822157434404
5.61,4,3,0,5,3,5,2,0,3,CSE,0,Not Eligible,22.932944606413994
8.76,2,4,1,7,6,8,4,1,5,CIVIL,1,Tier 2,44.332361516034986
7.73,2,3,1,6,7,5,3,0,5,MECH,1,Tier 2,38.01166180758017
7.32,2,5,1,5,5,6,2,1,4,MECH,1,Tier 3,35.83673469387755
8.19,2,4,1,5,7,6,3,1,7,ECE,1,Tier 2,41.4402332361516
7.46,2,4,0,7,6,6,3,1,4,CSE,1,Tier 3,37.10204081632653
8.79,2,5,2,9,7,8,4,1,8,CSE,1,Tier 2,51.6734693877551
8.95,2,6,2,6,7,7,3,1,6,MECH,1,Tier 2,47.28862973760933
7.27,2,4,1,6,6,4,3,0,6,MECH,1,Tier 3,36.186588921282805
6.82,2,3,1,5,4,5,1,1,6,ECE,1,Tier 3,31.900874635568517
7.77,2,4,1,6,7,6,4,0,5,CSE,1,Tier 2,40.85131195335277
9.02,2,6,2,4,5,9,4,0,6,CSE,1,Tier 2,45.80758017492712
6.58,3,4,1,4,5,5,2,1,5,MECH,1,Tier 3,31.626822157434404
7.86,2,4,1,6,4,5,4,1,6,CSE,1,Tier 2,37.947521865889215
7.89,2,5,1,7,5,6,3,1,6,CSE,1,Tier 2,40.478134110787174
8.22,2,4,1,4,6,7,4,0,5,CSE,1,Tier 2,39.88921282798834
6.23,4,2,1,2,4,5,2,0,5,ECE,0,Not Eligible,25.329446064139937
8.16,2,4,1,5,6,6,2,0,6,AI&DS,1,Tier 2,38.3265306122449
9.0,2,4,1,7,5,8,4,1,8,CSE,1,Tier 2,45.33527696793003
6.45,2,3,1,2,3,4,2,0,5,ECE,0,Not Eligible,26.588921282798832
6.68,1,4,1,3,5,5,2,1,5,MECH,1,Tier 3,33.40524781341108
9.52,2,5,1,7,7,6,5,0,7,CIVIL,1,Tier 2,46.53644314868805
6.46,2,3,1,4,4,6,2,0,4,MECH,0,Not Eligible,30.396501457725943
8.7,2,4,1,7,8,7,3,1,4,CIVIL,1,Tier 2,44.37317784256559
7.48,2,4,1,3,4,4,2,1,5,ECE,1,Tier 3,31.743440233236146
6.72,2,2,1,4,4,4,3,1,6,ECE,1,Tier 3,31.288629737609323
8.78,2,5,1,8,6,9,4,0,8,MECH,1,Tier 2,46.991253644314874
7.34,3,4,1,3,6,7,3,0,3,ISE,1,Tier 3,34.559766763848394
7.54,2,4,2,7,5,7,3,1,6,ECE,1,Tier 2,42.19825072886297
7.08,2,4,1,3,5,5,3,0,3,MECH,1,Tier 3,32.06413994169096
7.77,2,3,1,7,4,7,3,1,6,CSE,1,Tier 2,38.81049562682216
6.38,2,4,1,4,5,4,4,0,5,ECE,0,Not Eligible,32.588921282798836
7.18,2,4,1,3,5,6,3,0,3,MECH,1,Tier 3,33.113702623906704
9.5,2,6,1,6,7,6,4,0,8,MECH,1,Tier 2,45.91836734693878
